,gene_name,synonyms,gene_product,COG,regulator,uniprot,left,right,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM,median_log_tpm,mad_log_tpm,pct10_log_tpm,pct25_log_tpm,max_log_tpm,min_log_tpm,mean_log_tpm,skew,range_log_tpm,max_to_median,min_to_median,low,in_complex
b2704,srlB,srlB;gutB,sorbitol-specific PTS enzyme IIA component,Carbohydrate transport and metabolism,"RpoD,SrlR,gcvB,GutM,H-NS,Crp",P05706,2827362,2827733,+,False,False,True,True,False,True,False,False,False,8.0,,True,True,2.162521754,2.550648928,0.9343757407278002,True,2.568167036,0.6038067260000002,,,12.33680181,0.0,2.7752749768757963,2.773503332207677,12.33680181,9.768634774,-2.568167036,False,True
b2705,srlD,srlD;gutD,sorbitol-6-phosphate 2-dehydrogenase,Lipid transport and metabolism,"RpoD,SrlR,gcvB,GutM,H-NS,Crp",P05707,2827737,2828516,+,False,False,True,True,False,True,False,False,False,,,False,True,2.9515919795000003,3.555183394,0.7004107568409573,True,3.575396528,0.46255249900000006,,,12.99012409,0.0,3.7525275362250077,3.059527564006877,12.99012409,9.414727562,-3.575396528,False,True
b2706,gutM,gutM;srlM,DNA-binding transcriptional activator GutM,Transcription,"RpoD,YdcI,SrlR,GutM,Crp,H-NS",P15081,2828621,2828980,+,False,False,False,False,False,True,False,False,False,,,False,True,3.0330392435,2.678014897,0.6308773738133999,True,2.69968891319896,0.41384080219896013,,,8.99896154,0.0,2.7969550658085693,2.4829247800673406,8.99896154,6.29927262680104,-2.69968891319896,False,True
b2707,srlR,srlR;gutR,DNA-binding transcriptional repressor SrlR,Transcription,"RpoD,SrlR,GutM,H-NS,Crp,Nac",P15082,2829047,2829820,+,False,False,False,False,False,True,False,False,False,8.5,,True,True,5.2517830100000005,5.46333207,0.4930418531723998,True,5.47945091,0.3294660330000001,,,9.12674156,3.352225321,5.585947329016002,1.201681576486006,5.774516238999999,3.6472906499999995,-2.1272255889999996,False,True
b2708,gutQ,gutQ;srlQ,D-arabinose 5-phosphate isomerase GutQ,Nucleotide transport and metabolism,"RpoD,SrlR,GutM,Crp,H-NS",P17115,2829813,2830778,+,False,False,True,True,True,True,False,False,False,,,False,True,5.4420667515,4.880397537,0.5354080940711992,False,4.880397537,0.36112781199999944,4.0232592842,4.545059553353863,8.217575137,0.0,4.830741164549582,-2.053352311100829,8.217575137,3.3371776000000004,-4.880397537,False,True
b2709,norR,norR;ygaA,DNA-binding transcriptional dual regulator NorR,Transcription,"NsrR,NorR",P37013,2830775,2832289,-,False,False,False,False,True,True,False,False,False,,,False,True,4.0788303055,3.938279611000001,0.743891477642334,False,3.938279611000001,0.5017479277231445,2.731200598006877,3.3529214239726066,5.73646588,1.254515667,3.8262572473517564,-0.5113923234112858,4.481950213,1.798186268999999,-2.6837639440000007,False,True
b2710,norV,norV;flrD;ygaI;ygaJ;ygaK,anaerobic nitric oxide reductase flavorubredoxin,Energy production and conversion,"RpoN,Fnr,NarL,NarP,IHF,NorR",Q46877,2832476,2833915,+,False,False,True,True,True,True,False,False,False,,,False,True,2.829621486,2.733418915,0.6176122328543998,False,2.733418915,0.4165737439999999,2.0160838672000003,2.3307042747660467,6.35003867,0.4646337476513326,2.807648456687353,0.925516648916947,5.885404922348667,3.616619755,-2.2687851673486676,False,True
b2711,norW,norW;flrR;ygbD,NADH:flavorubredoxin reductase,Energy production and conversion,"RpoN,Fnr,NarP,NarL,IHF,NorR",P37596,2833912,2835045,+,False,False,True,True,True,True,False,False,False,,,False,True,2.3020687115,2.223700176,0.5180529237660003,False,2.223700176,0.3494219100000002,1.5883980610000001,1.885749463,5.852006135,0.885965206,2.27313417760679,1.0668606774561669,4.966040929,3.628305959,-1.33773497,False,True
b2712,hypF,hypF;hydA,carbamoyltransferase HypF,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoN,FlhDC,Cra,FhlA",P30131,2835173,2837425,-,False,False,False,False,True,True,False,False,False,,,False,True,2.9103619480000003,2.985992005,0.5546274796860002,False,2.985992005,0.37409111000000017,2.375174207,2.6498322975,6.45173253,1.195634374436864,3.117755448736067,1.1134367983780702,5.256098155563136,3.465740525,-1.790357630563136,False,True
b2713,hydN,hydN,putative electron transport protein HydN,Energy production and conversion,"RpoN,FlhDC,FhlA",P0AAK4,2837578,2838105,-,False,False,False,False,True,True,False,True,False,,,False,True,1.972672009,2.399394103,0.7063790516117999,True,2.399394103,0.476446143,1.5278249108,1.9201203695,6.37631137,0.0,2.464677025899563,0.6200027726390853,6.37631137,3.9769172669999997,-2.399394103,False,True
b2714,ascG,ascG,DNA-binding transcriptional repressor AscG,Transcription,,P24242,2838254,2839264,-,False,False,False,False,False,True,False,False,False,,,False,True,4.0534776765,4.490702515,0.9541418291621996,True,4.511505577,0.6227114800000004,,,6.407452781983464,2.327908567,4.541809012384928,0.10390517274070316,4.079544214983464,1.8959472049834636,-2.18359701,False,False
b2715,ascF,ascF,beta-glucoside specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,"RpoD,YcjW,AscG,Crp,spf",P24241,2839524,2840981,+,False,False,True,True,False,True,False,False,False,,,False,True,2.6731174939999995,3.0814921022010897,0.5434476307511356,True,3.103992685,0.36215547300000006,,,7.95365885,0.9362774320655302,3.108838649806244,1.809635757397845,7.01738141793447,4.849666165,-2.16771525293447,False,True
b2716,ascB,ascB,6-phospho-beta-glucosidase AscB,Carbohydrate transport and metabolism,"RpoD,AscG,Crp",P24240,2840990,2842414,+,False,False,True,False,False,True,False,False,False,,,False,True,3.5363915175,3.682029242,0.4427822246694,True,3.695644318,0.293192817,,,8.874334586,2.217568161,3.7203885960757535,2.9920917980241626,6.656766425,5.178690268,-1.4780761569999998,False,True
b2717,hycI,hycI,hydrogenase 3 maturation protease,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P0AEV9,2842573,2843043,-,False,False,False,False,False,True,False,False,False,14.5,,True,True,5.298938553999999,5.391975322,0.5435575652430007,False,5.409817809861139,0.3593837189743345,,,7.698753435,2.980900903,5.385489068466142,-0.2208316827027303,4.717852532,2.288935625138861,-2.428916906861139,False,True
b2718,hycH,hycH;hevH,formate hydrogenlyase assembly protein,Amino acid transport and metabolism,"RpoN,NsrR,ModE,IHF,FhlA",P0AEV7,2843036,2843446,-,False,False,False,False,False,True,False,False,False,,,False,True,3.880637112000001,3.590199381,0.7366301361719997,False,3.618421752,0.4705054049999995,,,6.3525101170000005,0.0,3.5622587599021136,-0.30927543680647973,6.3525101170000005,2.7340883650000003,-3.618421752,False,True
b2719,hycG,hycG;hevG,formate hydrogenlyase subunit HycG,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16433,2843443,2844210,-,False,False,True,True,False,True,False,False,False,,,False,True,2.9056731665,2.57920662,0.7732936049530494,False,2.603402647942944,0.519234873057056,,,5.7837313770000005,0.321923172,2.572996419749079,0.004649672616535337,5.4618082050000005,3.1803287290570563,-2.281479475942944,False,True
b2720,hycF,hycF;hevF,formate hydrogenlyase subunit HycF,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16432,2844210,2844752,-,False,False,True,True,False,True,False,False,False,,,False,True,2.0226367205,1.619330624,0.6177223603823998,True,1.6382310751379594,0.40030516686204076,,,5.420527807000001,0.0,1.6504507328097324,0.6401245983099676,5.420527807000001,3.7822967318620417,-1.6382310751379594,True,True
b2721,hycE,hycE;hevE,formate hydrogenlyase subunit HycE,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16431,2844762,2846471,-,False,False,True,True,False,False,False,False,False,1.0,,True,True,1.3955110535,1.57183033,0.4274461124177999,True,1.584927631,0.2808543305210829,,,5.994196288,0.0,1.6087320032290504,1.91718390006407,5.994196288,4.409268657,-1.584927631,True,True
b2722,hycD,hycD;hevD,formate hydrogenlyase subunit HycD,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16430,2846489,2847412,-,False,False,True,True,False,False,False,False,False,,,False,True,0.9940036935,1.060121278,0.5075585428542213,True,1.07332441,0.33221701800000014,,,5.24307108,0.0,1.1172026999916704,1.7245689116464684,5.24307108,4.16974667,-1.07332441,True,True
b2723,hycC,hycC;hevC,formate hydrogenlyase subunit HycC,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16429,2847415,2849241,-,False,False,True,True,False,False,False,False,False,,,False,True,0.9260172175,0.909686282,0.4203201660168,True,0.928707051,0.27622110899999996,,,5.0308860410000005,0.0,0.9954516524435874,2.456074940799195,5.0308860410000005,4.1021789900000005,-0.928707051,True,True
b2724,hycB,hycB;hevB,formate hydrogenlyase subunit HycB,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P0AAK1,2849238,2849849,-,False,False,True,True,False,False,False,False,False,,,False,True,0.891668726,0.7640500490000001,0.5048302177842001,True,0.784339542,0.327334546,,,6.021737302999999,0.0,0.9257129929885575,2.448203536579938,6.021737302999999,5.2373977609999995,-0.784339542,True,True
b2725,hycA,hycA;hevA,regulator of the transcriptional regulator FhlA,Transcription,"RpoN,NsrR,ModE,IHF,FhlA",P0AEV4,2849974,2850435,-,False,False,False,False,False,False,False,True,False,5.5,,True,True,0.534895643,0.6941828181688859,0.5720628010801903,True,0.707681894,0.369990256,,,7.075796408,0.0,0.938499200974866,2.64768115976456,7.075796408,6.368114514,-0.707681894,True,True
b2726,hypA,hypA,hydrogenase 3 nickel incorporation protein HypA,Function unknown,"RpoN,NsrR,IHF,FhlA",P0A700,2850647,2850997,+,False,False,False,False,False,False,False,False,False,,,False,True,1.7987391625,2.986339482299822,1.3804821151625155,True,3.054131453,0.9234404930000002,,,9.649655444,0.0,3.3293649699051286,0.8336960084041608,9.649655444,6.595523991,-3.054131453,False,True
b2727,hypB,hypB,hydrogenase isoenzymes nickel incorporation protein HypB,Transcription,"RpoN,NsrR,IHF,FhlA,Fnr",P0AAN3,2851001,2851873,+,False,False,True,False,False,False,False,False,False,23.0,,True,True,3.918605647,4.074955265,1.0860824640036009,True,4.107913754,0.719419625,,,10.03920739,0.976149915,4.547762751774766,1.083905107561753,9.063057474999999,5.9312936359999995,-3.131763839,False,True
b2728,hypC,hypC,hydrogenase 3 maturation protein HypC,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",P0AAM3,2851864,2852136,+,False,False,False,False,False,False,False,False,False,,,False,True,3.0049067975000003,3.445035494,1.0993001113542007,True,3.459737193,0.7150415209999998,,,9.196851567,0.0,3.8188523901644476,0.9567924163442213,9.196851567,5.737114373999999,-3.459737193,False,True
b2729,hypD,hypD,Fe-(CN)2CO cofactor assembly scaffold protein HypD,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",P24192,2852136,2853257,+,False,False,False,False,False,False,False,False,False,,,False,True,3.979719297,4.035755911279543,0.7504090192018508,True,4.047903798,0.49826054,,,9.077240005,1.7141772854297042,4.433089965455843,1.2377328801277976,7.363062719570296,5.029336207,-2.333726512570296,False,True
b2730,hypE,hypE,hydrogenase maturation protein%2C carbamoyl dehydratase,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",P24193,2853254,2854264,+,False,False,False,False,False,False,False,False,False,15.0,,True,True,4.193586972,4.436335614944619,0.7893176571737077,True,4.467317048,0.5140887269999999,,,8.485044467,1.992541599,4.674981110662412,0.9310440301922941,6.492502868,4.017727419,-2.474775449,False,True
b2731,fhlA,fhlA,DNA-binding transcriptional activator FhlA,Transcription,"oxyS,YbaQ,RpoN,NsrR,IHF,FhlA,Fnr",P19323,2854338,2856416,+,False,False,False,False,False,False,False,False,False,,,False,True,4.159212656,3.894738248,0.9006876305783997,True,3.924697383,0.5824035309999998,,,6.359395036,1.494198146,3.912841352706649,-0.08031675469894417,4.86519689,2.4346976529999997,-2.430499237,False,True
b2732,ygbA,ygbA,protein YgbA,Function unknown,"YidZ,Fnr,NsrR",P25728,2856453,2856806,-,False,False,False,False,False,False,False,True,False,,,False,True,3.8156010445,3.106099136,0.6396805944900003,True,3.114303052,0.41882739599999974,,,7.753158312999999,0.0,3.2454222454635793,1.2147306020792363,7.753158312999999,4.638855261,-3.114303052,False,False
b2733,mutS,mutS;fdv,DNA mismatch repair protein MutS,"Replication, recombination and repair","RpoS,Hfq,arcZ,sdsR",P23909,2857093,2859654,+,False,False,False,False,True,False,False,False,True,31.0,238.0,True,True,5.666016196499999,5.472156574,0.525456710889599,False,5.472156574,0.35441569599999934,4.5880662196,5.1426615355,6.65755417,3.082427315,5.41568495925133,-0.824464484981634,3.575126855,1.1853975959999996,-2.3897292590000005,False,False
b2734,pphB,pphB;prpB;ygbH,phosphoprotein phosphatase 2,Signal transduction mechanisms,"ppGpp,Nac",P55799,2859760,2860416,+,False,False,False,False,True,False,False,False,False,,,False,True,2.537542933,1.891336558,0.6008292079561693,False,1.891336558,0.4052537487900778,1.0781645135167395,1.484365278104961,3.745180711869492,0.0,1.877065971541172,-0.12329564549470322,3.745180711869492,1.8538441538694923,-1.891336558,True,False
b2735,ygbI,ygbI,putative DeoR-type DNA-binding transcriptional regulator YgbI,Transcription,YgbI,P52598,2860467,2861234,-,False,False,False,False,True,False,False,True,False,,,False,True,4.984702969500001,4.952774904746658,0.5113525432446051,False,4.952774904746658,0.3449025652533422,4.345074885509508,4.6300808399258075,8.889114849,2.08744402,4.983034565500819,0.5994226626070386,6.801670829000001,3.9363399442533424,-2.865330884746658,False,False
b2736,ygbJ,ltnD;ygbJ,putative L-threonate dehydrogenase,Lipid transport and metabolism,,Q46888,2861430,2862338,+,False,False,False,False,True,False,False,True,False,,,False,True,1.764061603,1.914350266,0.6196196648394019,True,1.914350266,0.4179277383241615,1.1922102374,1.5098884525,11.84506623,0.0,2.061544460953932,4.339082618167371,11.84506623,9.930715964000001,-1.914350266,True,True
b2737,ygbK,otnK;ygbK,putative 3-oxo-tetronate kinase YgbK,Function unknown,"FliA,FlhDC",Q46889,2862335,2863501,+,False,False,False,False,True,False,False,True,False,,,False,True,2.2954378280000003,2.3021834714615204,0.54635379560195,True,2.3021834714615204,0.3685105865384797,1.650138830588809,1.940689346,11.40590662,0.759741142,2.419589944395642,4.679632680256766,10.646165478,9.10372314853848,-1.5424423294615204,False,True
b2738,ygbL,otnC;ygbL,putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL,Carbohydrate transport and metabolism,,Q46890,2863593,2864231,+,False,False,True,True,True,False,False,True,False,,,False,True,1.954503799,2.36270996,0.5752669730252009,True,2.36270996,0.38801225753756974,1.6063010739534147,1.960223355154064,11.05304185,0.0,2.409248098347358,4.307065784301227,11.05304185,8.69033189,-2.36270996,False,True
b2739,ygbM,otnI;ygbM,putative 2-oxo-tetronate isomerase YgbM,Carbohydrate transport and metabolism,,Q46891,2864236,2865012,+,False,False,False,False,True,False,False,True,False,,,False,True,2.919257848,2.70424231,0.5500533740267997,True,2.70424231,0.3710059179999998,1.944159905677672,2.3324303356864986,10.59765664,0.8725306247384523,2.7245823897031154,3.9305124914771654,9.725126015261548,7.893414330000001,-1.8317116852615478,False,True
b2740,ygbN,ygbN,putative transporter YgbN,Amino acid transport and metabolism,,Q46892,2865101,2866465,+,False,False,False,False,True,False,False,True,False,,,False,True,2.1574521515,2.225023015874924,0.4727499945623621,True,2.225023015874924,0.3188655028749239,1.6367905532,1.9173000595,8.808459752000001,0.9554997878748424,2.261937981238282,4.1365447105728945,7.852959964125159,6.583436736125077,-1.2695232280000814,False,False
b2741,rpoS,rpoS;appR;katF;nur;otsX;sigS,RNA polymerase%2C sigma S (sigma 38) factor,Transcription,"RpoD,rprA,oxyS,arcZ,dsrA,Fur,GadX,ArcA,Crp,ppGpp,MqsA,DksA,cyaR",P13445,2866559,2867551,-,False,True,False,True,True,False,False,False,False,149.0,,True,True,9.702097558,10.35082622,0.9192131460497988,True,10.355106625,0.6198654535000001,,,12.842035769880994,7.222783654,10.36084534195143,-0.3664382004378969,5.619252115880994,2.4869291448809943,-3.132322971,False,True
b2742,nlpD,nlpD,murein hydrolase activator NlpD,"Cell cycle control, cell division, chromosome partitioning",RpoD,P0ADA3,2867614,2868753,-,False,False,False,False,True,True,False,False,True,253.0,453.0,True,True,7.454752175999999,8.819679202,1.3535621595594007,True,8.819679202,0.9129651690000005,7.0942360158,7.991326422626914,12.517367551413493,6.091342997000001,8.97138689162967,0.4125857570541177,6.426024554413492,3.697688349413493,-2.728336204999999,False,True
b2743,pcm,pcm,L-isoaspartate protein carboxylmethyltransferase type II,"Translation, ribosomal structure and biogenesis",RpoD,P0A7A5,2868893,2869519,-,False,False,False,False,True,True,False,False,True,192.0,139.0,True,True,6.611923118,6.626283739,0.5299476263802007,False,6.626283739,0.35744477700000044,5.79646313280212,6.2197046,8.021985558636167,4.597876433150759,6.553646883734208,-0.5910339686083866,3.4241091254854084,1.3957018196361677,-2.0284073058492407,False,False
b2744,umpG,surE;ygbC,broad specificity 5'(3')-nucleotidase and polyphosphatase,Nucleotide transport and metabolism,RpoD,P0A840,2869513,2870274,-,False,False,True,True,True,True,False,False,False,,,False,True,7.0896741085,6.798242890890345,0.4734384636168244,False,6.798242890890345,0.3193298688903443,6.112589029094003,6.456690355999999,8.024614288927388,3.989818039,6.746017440716737,-0.8287968257910039,4.034796249927388,1.2263713980370436,-2.8084248518903445,False,False
b2745,truD,truD;ygbO,tRNA pseudouridine(13) synthase,"Translation, ribosomal structure and biogenesis",YfeD,Q57261,2870255,2871304,-,False,True,False,True,True,True,False,False,True,158.5,236.0,True,True,6.936911094999999,6.747854427999999,0.4432432332089999,False,6.747854427999999,0.29896346499999993,6.006570421703625,6.370854468,7.779425173,4.763886502898169,6.683930000507668,-0.5049192296804773,3.015538670101831,1.0315707450000007,-1.9839679251018305,False,False
